,path,category,1,2,3,4,5,6
47,..\..\processed_data\train_set\1\16_09_21_00_047.png,1,37.43414306640625,48.7744140625,38.22509765625,57.95794677734375,49.52069091796875,55.45562744140625
48,..\..\processed_data\train_set\1\16_09_21_00_048.png,1,49.23602294921875,46.168701171875,47.7557373046875,55.93060302734375,58.64520263671875,54.68267822265625
49,..\..\processed_data\train_set\1\16_09_21_00_049.png,1,37.55029296875,51.06866455078125,42.77044677734375,58.844970703125,51.2117919921875,59.3016357421875
50,..\..\processed_data\train_set\1\16_09_21_00_050.png,1,59.58880615234375,55.115966796875,49.3621826171875,57.21014404296875,54.20245361328125,52.81158447265625
51,..\..\processed_data\train_set\1\16_09_21_00_051.png,1,41.1622314453125,47.58868408203125,42.05999755859375,53.9476318359375,48.607666015625,54.034423828125
52,..\..\processed_data\train_set\1\16_09_21_00_052.png,1,40.862548828125,52.64215087890625,43.19281005859375,56.5635986328125,49.8529052734375,55.3406982421875
53,..\..\processed_data\train_set\1\16_09_21_00_053.png,1,36.89007568359375,48.1910400390625,39.0628662109375,59.11798095703125,52.20831298828125,58.14239501953125
54,..\..\processed_data\train_set\1\16_09_21_00_054.png,1,44.81036376953125,52.103271484375,44.2972412109375,60.16925048828125,54.59869384765625,60.71038818359375
55,..\..\processed_data\train_set\1\16_09_21_00_055.png,1,44.32806396484375,54.7103271484375,45.8250732421875,56.47491455078125,49.34112548828125,55.30523681640625
56,..\..\processed_data\train_set\1\16_09_21_00_056.png,1,36.3504638671875,49.95355224609375,41.42462158203125,58.256591796875,49.122314453125,57.48291015625
57,..\..\processed_data\train_set\1\16_09_21_00_057.png,1,36.80780029296875,53.0362548828125,48.1668701171875,56.96026611328125,52.62542724609375,62.74493408203125
58,..\..\processed_data\train_set\1\16_09_21_00_058.png,1,43.34197998046875,44.1629638671875,45.35986328125,54.96270751953125,58.12994384765625,54.19232177734375
59,..\..\processed_data\train_set\1\16_09_21_00_059.png,1,40.1746826171875,49.77337646484375,39.46209716796875,58.7613525390625,51.8231201171875,58.35205078125
60,..\..\processed_data\train_set\1\16_09_21_00_060.png,1,43.380615234375,58.85992431640625,57.05865478515625,59.9066162109375,59.8135986328125,64.711181640625
61,..\..\processed_data\train_set\1\16_09_21_00_061.png,1,39.03564453125,46.59307861328125,45.36505126953125,59.07177734375,58.4178466796875,63.6341552734375
62,..\..\processed_data\train_set\1\16_09_21_00_062.png,1,56.2872314453125,50.10064697265625,51.13592529296875,53.8544921875,54.27880859375,52.9385986328125
63,..\..\processed_data\train_set\1\16_09_21_00_063.png,1,43.56976318359375,50.830810546875,47.876953125,54.66656494140625,50.42218017578125,56.01849365234375
64,..\..\processed_data\train_set\1\16_09_21_00_064.png,1,43.82452392578125,51.611328125,41.0670166015625,59.11639404296875,51.24444580078125,58.03631591796875
65,..\..\processed_data\train_set\1\16_09_21_00_065.png,1,39.00518798828125,50.1505126953125,43.8233642578125,61.68536376953125,56.25946044921875,63.19744873046875
66,..\..\processed_data\train_set\1\16_09_21_00_066.png,1,48.37713623046875,54.56005859375,47.3431396484375,54.60333251953125,48.50836181640625,55.23370361328125
67,..\..\processed_data\train_set\1\16_09_21_00_067.png,1,40.06048583984375,52.12158203125,43.5089111328125,56.33856201171875,47.32000732421875,55.35260009765625
68,..\..\processed_data\train_set\1\16_09_21_00_068.png,1,38.69561767578125,50.5399169921875,42.42041015625,59.52459716796875,51.89593505859375,59.72210693359375
69,..\..\processed_data\train_set\1\16_09_21_00_069.png,1,60.3636474609375,59.38250732421875,55.62908935546875,57.6048583984375,54.237548828125,58.8111572265625
70,..\..\processed_data\train_set\1\16_09_21_00_070.png,1,43.39288330078125,52.4267578125,45.721435546875,59.96392822265625,55.48260498046875,65.72149658203125
71,..\..\processed_data\train_set\1\16_09_21_00_071.png,1,52.97802734375,56.47723388671875,49.43084716796875,56.998291015625,51.5860595703125,55.3033447265625
72,..\..\processed_data\train_set\1\16_09_21_00_072.png,1,40.3515625,47.84979248046875,41.88446044921875,53.9979248046875,47.13427734375,51.8216552734375
73,..\..\processed_data\train_set\1\16_09_21_00_073.png,1,38.1422119140625,54.44586181640625,51.03851318359375,57.4459228515625,52.37646484375,62.627197265625
74,..\..\processed_data\train_set\1\16_09_21_00_074.png,1,45.32501220703125,53.26611328125,50.2203369140625,57.59454345703125,56.27154541015625,60.74053955078125
75,..\..\processed_data\train_set\1\16_09_21_00_075.png,1,46.3778076171875,58.71673583984375,58.60687255859375,59.8916015625,60.1768798828125,64.6041259765625
76,..\..\processed_data\train_set\1\16_09_21_00_076.png,1,36.99566650390625,49.6533203125,45.8311767578125,57.33111572265625,54.49676513671875,61.28228759765625
77,..\..\processed_data\train_set\1\16_09_21_00_077.png,1,48.015380859375,48.84344482421875,47.58599853515625,52.5020751953125,51.597412109375,51.6683349609375
78,..\..\processed_data\train_set\1\16_09_21_00_078.png,1,42.08648681640625,48.2139892578125,47.6409912109375,52.00555419921875,50.84649658203125,53.65338134765625
79,..\..\processed_data\train_set\1\16_09_21_00_079.png,1,39.44561767578125,51.308349609375,43.4266357421875,60.67510986328125,55.65240478515625,63.61651611328125
80,..\..\processed_data\train_set\1\16_09_21_00_080.png,1,51.3494873046875,52.03973388671875,46.98297119140625,54.581787109375,53.9344482421875,55.6085205078125
81,..\..\processed_data\train_set\1\16_09_21_00_081.png,1,43.61590576171875,47.4012451171875,45.0499267578125,51.31268310546875,52.42962646484375,50.53240966796875
82,..\..\processed_data\train_set\1\16_09_21_00_082.png,1,45.00958251953125,48.5584716796875,47.569091796875,52.64642333984375,54.73956298828125,55.86395263671875
83,..\..\processed_data\train_set\1\16_09_21_00_083.png,1,44.92041015625,58.86871337890625,57.90484619140625,60.6708984375,59.6181640625,64.9039306640625
84,..\..\processed_data\train_set\1\16_09_21_00_084.png,1,46.9095458984375,46.61541748046875,46.97418212890625,53.1881103515625,52.7978515625,51.88916015625
85,..\..\processed_data\train_set\1\16_09_21_00_085.png,1,39.1402587890625,49.94293212890625,46.66314697265625,52.890869140625,48.462646484375,54.9537353515625
86,..\..\processed_data\train_set\1\16_09_21_00_086.png,1,39.67523193359375,57.999267578125,55.6173095703125,58.87127685546875,56.51141357421875,64.29522705078125
87,..\..\processed_data\train_set\1\17_11_21_00_013.png,1,56.14410400390625,52.58447265625,46.5113525390625,54.39178466796875,52.57122802734375,52.49542236328125
88,..\..\processed_data\train_set\1\17_11_21_00_014.png,1,43.826904296875,50.36993408203125,41.19305419921875,60.3087158203125,52.361328125,59.3902587890625
89,..\..\processed_data\train_set\1\17_11_21_00_015.png,1,48.95263671875,58.73004150390625,52.53851318359375,55.2969970703125,50.2412109375,58.913330078125
90,..\..\processed_data\train_set\1\17_11_21_00_016.png,1,45.40960693359375,53.7462158203125,50.79296875,61.71368408203125,60.00665283203125,66.78204345703125
91,..\..\processed_data\train_set\1\17_11_21_00_017.png,1,60.18658447265625,60.010498046875,51.91259765625,58.48138427734375,54.81585693359375,56.44952392578125
92,..\..\processed_data\train_set\1\17_11_21_00_018.png,1,46.28643798828125,47.804931640625,47.2421875,53.71832275390625,55.78363037109375,53.00225830078125
93,..\..\processed_data\train_set\1\17_11_21_00_019.png,1,53.21905517578125,52.017578125,45.491943359375,55.19671630859375,50.11053466796875,54.41375732421875
94,..\..\processed_data\train_set\1\17_11_21_00_020.png,1,52.33880615234375,51.1756591796875,46.4376220703125,52.81036376953125,50.59588623046875,50.46282958984375
95,..\..\processed_data\train_set\1\17_11_21_00_021.png,1,39.951416015625,49.13433837890625,40.63043212890625,60.336181640625,53.18310546875,58.71533203125
96,..\..\processed_data\train_set\1\17_11_21_00_022.png,1,43.47882080078125,55.8704833984375,56.028076171875,58.47186279296875,58.59112548828125,64.93206787109375
97,..\..\processed_data\train_set\1\17_11_21_00_023.png,1,40.048828125,49.57501220703125,45.26531982421875,56.5399169921875,56.14892578125,63.6171875
98,..\..\processed_data\train_set\1\17_11_21_00_024.png,1,54.03912353515625,58.65625,50.32080078125,55.69305419921875,50.65484619140625,55.28839111328125
99,..\..\processed_data\train_set\1\17_11_21_00_025.png,1,37.87969970703125,51.565185546875,42.93994140625,55.98065185546875,48.51263427734375,54.84405517578125
100,..\..\processed_data\train_set\1\17_11_21_00_026.png,1,34.470703125,47.63787841796875,40.53826904296875,58.708251953125,51.831298828125,59.3040771484375
101,..\..\processed_data\train_set\1\17_11_21_00_027.png,1,33.180419921875,46.13360595703125,38.91766357421875,58.0594482421875,53.5057373046875,58.306884765625
102,..\..\processed_data\train_set\1\17_11_21_00_028.png,1,53.92022705078125,57.09716796875,49.689697265625,56.62139892578125,50.92266845703125,57.11712646484375
103,..\..\processed_data\train_set\1\17_11_21_00_029.png,1,37.0467529296875,50.16717529296875,45.31707763671875,57.4173583984375,51.6781005859375,60.871337890625
104,..\..\processed_data\train_set\1\17_11_21_00_030.png,1,43.629638671875,51.61224365234375,42.50738525390625,60.43701171875,53.218505859375,58.772216796875
105,..\..\processed_data\train_set\1\17_11_21_00_031.png,1,61.1566162109375,64.51593017578125,58.61383056640625,60.439208984375,55.1824951171875,59.6224365234375
106,..\..\processed_data\train_set\1\17_11_21_00_032.png,1,39.104736328125,48.82257080078125,39.00872802734375,57.552734375,50.7650146484375,57.743408203125
107,..\..\processed_data\train_set\1\17_11_21_00_033.png,1,40.30816650390625,49.6666259765625,44.1663818359375,59.52679443359375,55.77288818359375,63.62603759765625
108,..\..\processed_data\train_set\1\17_11_21_00_034.png,1,37.12567138671875,48.27734375,39.1854248046875,57.38580322265625,48.70831298828125,56.04119873046875
109,..\..\processed_data\train_set\1\17_11_21_00_035.png,1,42.4718017578125,50.89691162109375,42.16558837890625,54.849365234375,47.31201171875,52.89697265625
110,..\..\processed_data\train_set\1\17_11_21_00_036.png,1,43.43701171875,55.43658447265625,53.86309814453125,59.182861328125,58.4486083984375,65.725830078125
111,..\..\processed_data\train_set\1\17_11_21_00_037.png,1,37.447509765625,54.90582275390625,52.02532958984375,57.07177734375,54.71484375,62.88427734375
112,..\..\processed_data\train_set\1\17_11_21_00_038.png,1,38.521484375,48.08843994140625,45.29693603515625,59.59033203125,57.575439453125,63.6175537109375
113,..\..\processed_data\train_set\1\17_11_21_00_039.png,1,61.29595947265625,57.1883544921875,52.01171875,58.53033447265625,55.28009033203125,55.23944091796875
114,..\..\processed_data\train_set\1\17_11_21_00_040.png,1,43.5601806640625,50.07305908203125,42.87005615234375,54.6513671875,48.655029296875,53.9298095703125
115,..\..\processed_data\train_set\1\17_11_21_00_041.png,1,39.74462890625,50.43463134765625,41.47882080078125,59.5050048828125,50.326171875,57.71875
116,..\..\processed_data\train_set\1\17_11_21_00_042.png,1,41.28314208984375,49.0445556640625,44.7877197265625,59.97064208984375,58.05706787109375,64.30389404296875
117,..\..\processed_data\train_set\1\17_11_21_00_043.png,1,57.6845703125,63.16021728515625,56.15924072265625,58.83642578125,52.4818115234375,58.2308349609375
118,..\..\processed_data\train_set\1\17_11_21_00_044.png,1,36.041015625,47.90875244140625,38.96917724609375,58.5662841796875,50.941162109375,58.6585693359375
119,..\..\processed_data\train_set\1\17_11_21_00_045.png,1,38.6390380859375,50.06231689453125,48.43365478515625,58.748779296875,57.748046875,63.5628662109375
120,..\..\processed_data\train_set\1\17_11_21_00_046.png,1,41.002197265625,48.05059814453125,39.90301513671875,54.2708740234375,47.8231201171875,52.5643310546875
121,..\..\processed_data\train_set\1\17_11_21_00_047.png,1,37.43414306640625,48.7744140625,38.22509765625,57.95794677734375,49.52069091796875,55.45562744140625
122,..\..\processed_data\train_set\1\17_11_21_00_048.png,1,49.23602294921875,46.168701171875,47.7557373046875,55.93060302734375,58.64520263671875,54.68267822265625
123,..\..\processed_data\train_set\1\17_11_21_00_049.png,1,37.55029296875,51.06866455078125,42.77044677734375,58.844970703125,51.2117919921875,59.3016357421875
124,..\..\processed_data\train_set\1\17_11_21_00_050.png,1,59.58880615234375,55.115966796875,49.3621826171875,57.21014404296875,54.20245361328125,52.81158447265625
125,..\..\processed_data\train_set\1\17_11_21_00_051.png,1,41.1622314453125,47.58868408203125,42.05999755859375,53.9476318359375,48.607666015625,54.034423828125
126,..\..\processed_data\train_set\1\17_11_21_00_052.png,1,40.862548828125,52.64215087890625,43.19281005859375,56.5635986328125,49.8529052734375,55.3406982421875
127,..\..\processed_data\train_set\1\17_11_21_00_053.png,1,36.89007568359375,48.1910400390625,39.0628662109375,59.11798095703125,52.20831298828125,58.14239501953125
128,..\..\processed_data\train_set\1\17_11_21_00_054.png,1,44.81036376953125,52.103271484375,44.2972412109375,60.16925048828125,54.59869384765625,60.71038818359375
129,..\..\processed_data\train_set\1\17_11_21_00_055.png,1,44.32806396484375,54.7103271484375,45.8250732421875,56.47491455078125,49.34112548828125,55.30523681640625
130,..\..\processed_data\train_set\1\17_11_21_00_056.png,1,36.3504638671875,49.95355224609375,41.42462158203125,58.256591796875,49.122314453125,57.48291015625
131,..\..\processed_data\train_set\1\17_11_21_00_057.png,1,36.80780029296875,53.0362548828125,48.1668701171875,56.96026611328125,52.62542724609375,62.74493408203125
132,..\..\processed_data\train_set\1\17_11_21_00_058.png,1,43.34197998046875,44.1629638671875,45.35986328125,54.96270751953125,58.12994384765625,54.19232177734375
133,..\..\processed_data\train_set\1\17_11_21_00_059.png,1,40.1746826171875,49.77337646484375,39.46209716796875,58.7613525390625,51.8231201171875,58.35205078125
134,..\..\processed_data\train_set\1\17_11_21_00_060.png,1,43.380615234375,58.85992431640625,57.05865478515625,59.9066162109375,59.8135986328125,64.711181640625
135,..\..\processed_data\train_set\1\17_11_21_00_061.png,1,39.03564453125,46.59307861328125,45.36505126953125,59.07177734375,58.4178466796875,63.6341552734375
136,..\..\processed_data\train_set\1\25_10_21_00_000.png,1,34.69329833984375,45.470703125,46.937255859375,56.17425537109375,58.40997314453125,59.67486572265625
137,..\..\processed_data\train_set\1\25_10_21_00_001.png,1,29.31842041015625,39.989013671875,41.456787109375,53.03192138671875,54.84576416015625,55.22283935546875
138,..\..\processed_data\train_set\1\25_10_21_00_002.png,1,26.66070556640625,33.8790283203125,37.9237060546875,48.98358154296875,52.46417236328125,47.05767822265625
139,..\..\processed_data\train_set\1\25_10_21_00_003.png,1,17.66241455078125,39.45263671875,32.7464599609375,51.42059326171875,44.17327880859375,51.44757080078125
140,..\..\processed_data\train_set\1\25_10_21_00_004.png,1,18.4044189453125,37.80303955078125,31.79193115234375,50.4437255859375,44.0205078125,48.7445068359375
141,..\..\processed_data\train_set\1\25_10_21_00_005.png,1,18.037841796875,36.83355712890625,31.69940185546875,49.7708740234375,44.7662353515625,48.9351806640625
142,..\..\processed_data\train_set\1\25_10_21_00_006.png,1,19.04949951171875,37.4478759765625,33.7620849609375,50.76483154296875,46.89105224609375,51.06195068359375
143,..\..\processed_data\train_set\1\25_10_21_00_007.png,1,27.01580810546875,33.3951416015625,36.9990234375,49.31341552734375,54.55303955078125,49.68548583984375
144,..\..\processed_data\train_set\1\25_10_21_00_008.png,1,25.415283203125,32.48956298828125,36.11395263671875,48.4844970703125,52.305908203125,46.8995361328125
145,..\..\processed_data\train_set\1\25_10_21_00_009.png,1,24.1488037109375,33.99310302734375,36.79791259765625,47.158203125,50.5198974609375,46.9736328125
146,..\..\processed_data\train_set\1\25_10_21_00_010.png,1,23.43524169921875,37.60009765625,37.96142578125,48.30120849609375,49.79803466796875,48.21221923828125
147,..\..\processed_data\train_set\1\25_10_21_00_011.png,1,22.02154541015625,40.6097412109375,39.7574462890625,49.96893310546875,49.00543212890625,51.80133056640625
148,..\..\processed_data\train_set\1\25_10_21_00_012.png,1,24.0035400390625,37.05035400390625,37.03924560546875,52.22265625,53.60302734375,51.3272705078125
149,..\..\processed_data\train_set\1\25_10_21_00_013.png,1,23.74114990234375,36.548583984375,38.4698486328125,49.77850341796875,52.05743408203125,50.04534912109375
150,..\..\processed_data\train_set\1\25_10_21_00_014.png,1,22.73260498046875,30.1849365234375,34.8338623046875,46.73052978515625,51.13812255859375,46.87969970703125
151,..\..\processed_data\train_set\1\25_10_21_00_015.png,1,21.026123046875,38.52899169921875,39.06915283203125,49.6800537109375,50.009765625,51.0267333984375
152,..\..\processed_data\train_set\1\25_10_21_00_016.png,1,23.9505615234375,41.01910400390625,38.26507568359375,54.6663818359375,54.4405517578125,54.4959716796875
153,..\..\processed_data\train_set\1\25_10_21_00_017.png,1,21.7125244140625,35.77484130859375,34.62603759765625,50.4625244140625,50.51318359375,51.3309326171875
154,..\..\processed_data\train_set\1\25_10_21_00_018.png,1,20.75140380859375,32.1717529296875,32.411376953125,48.52593994140625,48.17059326171875,48.33868408203125
155,..\..\processed_data\train_set\1\25_10_21_00_019.png,1,18.59332275390625,32.1915283203125,31.9354248046875,48.05572509765625,47.85003662109375,47.27642822265625
156,..\..\processed_data\train_set\1\25_10_21_00_020.png,1,17.42034912109375,38.396484375,36.8270263671875,51.99212646484375,48.63397216796875,50.34881591796875
157,..\..\processed_data\train_set\1\25_10_21_00_021.png,1,15.1781005859375,40.53875732421875,35.31231689453125,53.780517578125,46.13525390625,53.4521484375
158,..\..\processed_data\train_set\1\25_10_21_00_022.png,1,15.9456787109375,38.14788818359375,32.46514892578125,51.7921142578125,44.4976806640625,50.5635986328125
159,..\..\processed_data\train_set\1\25_10_21_00_023.png,1,18.1871337890625,38.07330322265625,31.74066162109375,51.34375,45.15673828125,49.6866455078125
160,..\..\processed_data\train_set\1\25_10_21_00_024.png,1,26.20831298828125,49.935546875,48.860107421875,57.69256591796875,54.41754150390625,59.01727294921875
161,..\..\processed_data\train_set\1\25_10_21_00_025.png,1,22.167724609375,39.08709716796875,33.99774169921875,50.387939453125,46.04296875,50.1463623046875
162,..\..\processed_data\train_set\1\25_10_21_00_026.png,1,24.68609619140625,34.267578125,37.967041015625,48.72955322265625,51.91998291015625,47.40863037109375
163,..\..\processed_data\train_set\1\25_10_21_00_027.png,1,21.8475341796875,36.68499755859375,37.72125244140625,49.102783203125,49.500732421875,48.3306884765625
164,..\..\processed_data\train_set\1\25_10_21_00_028.png,1,20.9268798828125,39.52545166015625,38.48272705078125,50.5372314453125,48.02587890625,49.123779296875
165,..\..\processed_data\train_set\1\25_10_21_00_029.png,1,18.423095703125,40.47955322265625,37.32989501953125,52.93994140625,48.5465087890625,52.87890625
166,..\..\processed_data\train_set\1\25_10_21_00_030.png,1,26.907470703125,35.13543701171875,36.40106201171875,48.794921875,52.028076171875,49.83447265625
167,..\..\processed_data\train_set\1\25_10_21_00_031.png,1,26.1895751953125,33.02447509765625,34.77191162109375,47.7418212890625,49.9117431640625,46.0146484375
168,..\..\processed_data\train_set\1\25_10_21_00_032.png,1,22.980712890625,32.05633544921875,34.45648193359375,47.367919921875,49.3062744140625,44.89404296875
169,..\..\processed_data\train_set\1\25_10_21_00_033.png,1,20.1279296875,36.81756591796875,36.71502685546875,49.5826416015625,49.9554443359375,48.3934326171875
170,..\..\processed_data\train_set\1\25_10_21_00_034.png,1,18.50457763671875,41.5816650390625,37.7252197265625,52.86785888671875,46.71258544921875,55.45037841796875
171,..\..\processed_data\train_set\1\25_10_21_00_035.png,1,21.747802734375,43.50347900390625,42.16107177734375,52.3909912109375,49.5875244140625,54.56787109375
172,..\..\processed_data\train_set\1\25_10_21_00_036.png,1,18.08380126953125,40.3427734375,35.2818603515625,53.10723876953125,46.38482666015625,53.69488525390625
173,..\..\processed_data\train_set\1\25_10_21_00_037.png,1,23.94140625,40.90155029296875,37.04083251953125,52.76513671875,51.0804443359375,55.9031982421875
174,..\..\processed_data\train_set\1\25_10_21_00_038.png,1,24.24212646484375,38.6685791015625,36.9295654296875,52.19635009765625,51.75921630859375,54.38372802734375
175,..\..\processed_data\train_set\1\25_10_21_00_039.png,1,26.1632080078125,34.18975830078125,38.64312744140625,48.850341796875,52.71630859375,46.7896728515625
176,..\..\processed_data\train_set\1\25_10_21_00_040.png,1,25.8487548828125,34.56512451171875,37.32867431640625,47.688720703125,49.9813232421875,46.501220703125
177,..\..\processed_data\train_set\1\25_10_21_00_041.png,1,27.1375732421875,38.32916259765625,38.23846435546875,48.0889892578125,47.5938720703125,46.712646484375
178,..\..\processed_data\train_set\1\25_10_21_00_042.png,1,23.48333740234375,40.4620361328125,38.6365966796875,49.93341064453125,46.67913818359375,49.01495361328125
179,..\..\processed_data\train_set\1\25_10_21_00_043.png,1,20.207275390625,42.12457275390625,40.13726806640625,51.710693359375,48.2156982421875,52.20703125
180,..\..\processed_data\train_set\1\25_10_21_00_044.png,1,27.35919189453125,40.2359619140625,38.6419677734375,53.37835693359375,52.74176025390625,53.47552490234375
